problemType, makespan, GRASP, diff
j6033_10, 84, 81, -3
j6019_9, 69, 68, -1
j606_10, 74, 76, 2
j6027_1, 96, 107, 11
j6028_2, 64, 65, 1
j6024_6, 75, 76, 1
j603_8, 55, 53, -2
j6034_8, 63, 63, 0
j6032_6, 93, 94, 1
j6013_3, 88, 92, 4
j605_6, 74, 77, 3
j6022_8, 59, 60, 1
j6047_4, 76, 77, 1
j6048_7, 77, 78, 1
j6044_3, 87, 88, 1
j609_2, 82, 93, 11
j606_1, 60, 61, 1
j6031_1, 65, 66, 1
j6010_4, 80, 81, 1
j6046_1, 79, 86, 7
j604_3, 58, 59, 1
j6012_6, 54, 55, 1
j6033_3, 79, 82, 3
j6011_1, 71, 72, 1
j6030_4, 76, 77, 1
j608_7, 62, 63, 1
j607_4, 63, 64, 1
j6045_6, 144, 159, 15
j6043_8, 69, 70, 1
j6026_4, 67, 68, 1
j6029_7, 123, 124, 1
j604_10, 77, 78, 1
j6031_10, 56, 59, 3
j6039_9, 72, 73, 1
j6014_8, 88, 89, 1
j6025_3, 113, 129, 16
j6015_10, 61, 62, 1
j6024_2, 55, 56, 1
j6015_9, 72, 73, 1
j6038_8, 71, 71, 0
j6028_6, 89, 90, 1
j6027_5, 78, 79, 1
j6042_9, 71, 77, 6
j6044_7, 76, 77, 1
j6031_5, 72, 73, 1
j606_5, 78, 79, 1
j609_6, 111, 121, 10
j605_2, 106, 106, 0
j6032_2, 114, 115, 1
j6013_7, 87, 93, 6
j6028_10, 74, 75, 1
j6048_3, 84, 85, 1
j6039_2, 84, 85, 1
j6018_7, 93, 95, 2
j6017_4, 71, 74, 3
j6036_1, 61, 62, 1
j6043_3, 74, 75, 1
j6040_4, 87, 88, 1
j6025_8, 99, 108, 9
j6014_3, 61, 66, 5
j6035_6, 79, 80, 1
j602_6, 64, 66, 2
j603_10, 69, 69, 0
j604_8, 65, 66, 1
j6033_8, 79, 80, 1
j6036_10, 77, 78, 1
j6023_6, 81, 83, 2
j6020_1, 60, 61, 1
j6012_10, 79, 80, 1
j6022_7, 69, 70, 1
j6048_8, 88, 89, 1
j605_9, 83, 102, 19
j6032_9, 74, 75, 1
j6034_7, 85, 84, -1
j6015_2, 89, 90, 1
j603_7, 59, 59, 0
j6024_9, 80, 81, 1
j6041_5, 115, 122, 7
j6042_2, 68, 69, 1
j6016_5, 66, 67, 1
j6019_6, 69, 69, 0
j6038_3, 77, 79, 2
j602_2, 82, 83, 1
j6014_7, 69, 77, 8
j6035_2, 77, 78, 1
j6036_5, 57, 58, 1
j6039_6, 84, 91, 7
j6018_3, 77, 78, 1
j601_5, 73, 73, 0
j6043_7, 89, 90, 1
j6029_8, 103, 104, 1
j6045_9, 123, 128, 5
j6020_5, 71, 72, 1
j6010_10, 73, 74, 1
j608_8, 66, 67, 1
j6012_9, 59, 60, 1
j6023_2, 69, 70, 1
j6034_10, 92, 100, 8
j6022_3, 70, 75, 5
j6013_8, 120, 129, 9
j601_10, 80, 78, -2
j609_9, 99, 111, 12
j6021_4, 95, 99, 4
j6044_8, 83, 84, 1
j6028_9, 74, 75, 1
j6042_6, 82, 87, 5
j6019_2, 83, 84, 1
j6038_7, 74, 77, 3
j6037_4, 101, 98, -3
j6016_1, 64, 65, 1
j603_3, 105, 106, 1
j6034_3, 61, 64, 3
j6015_6, 76, 77, 1
j6041_1, 122, 127, 5
j6040_1, 86, 87, 1
j602_3, 78, 78, 0
j6014_6, 65, 67, 2
j6035_3, 89, 90, 1
j6039_7, 68, 70, 2
j6018_2, 69, 71, 2
j6017_1, 86, 84, -2
j6036_4, 85, 86, 1
j605_10, 81, 84, 3
j601_4, 91, 89, -2
j6030_10, 86, 98, 12
j6029_9, 112, 129, 17
j6043_6, 84, 85, 1
j6020_4, 86, 87, 1
j6045_8, 129, 133, 4
j6048_10, 70, 71, 1
j608_9, 58, 59, 1
j6012_8, 60, 61, 1
j6023_3, 78, 76, -2
j6022_2, 83, 90, 7
j6029_10, 119, 129, 10
j6013_9, 102, 103, 1
j609_8, 96, 104, 8
j6044_9, 65, 66, 1
j6021_5, 89, 91, 2
j6042_7, 59, 57, -2
j6028_8, 62, 63, 1
j6037_5, 98, 99, 1
j6019_3, 83, 84, 1
j6038_6, 86, 87, 1
j6014_10, 72, 74, 2
j603_2, 69, 70, 1
j6034_2, 68, 70, 2
j6015_7, 64, 65, 1
j6017_5, 59, 60, 1
j6039_3, 83, 84, 1
j6018_6, 61, 62, 1
j6043_2, 85, 86, 1
j6025_9, 99, 111, 12
j6040_5, 83, 84, 1
j6014_2, 65, 67, 2
j6035_7, 73, 74, 1
j6016_10, 68, 69, 1
j602_7, 53, 50, -3
j604_9, 75, 76, 1
j6033_9, 108, 113, 5
j6023_7, 60, 61, 1
j6021_1, 103, 103, 0
j6048_9, 82, 83, 1
j6022_6, 79, 80, 1
j605_8, 78, 81, 3
j6032_8, 76, 77, 1
j6034_6, 81, 84, 3
j6015_3, 72, 73, 1
j603_6, 57, 58, 1
j6041_4, 133, 140, 7
j6024_8, 81, 82, 1
j6032_10, 77, 78, 1
j6042_3, 78, 84, 6
j607_10, 82, 83, 1
j6019_7, 60, 61, 1
j6038_2, 76, 76, 0
j6037_1, 97, 100, 3
j6016_4, 60, 61, 1
